p,x,s,n,t,p_2,f,c,n_2,k,e,e_2,s_2,s_3,w,w_2,p_3,w_3,o,p_4,k_2,s_4,u
p,x,y,g,false,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d
e,f,y,n,true,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d
e,f,y,n,true,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
p,x,s,g,false,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d
e,f,y,g,true,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d
e,f,y,e,true,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
p,x,f,g,false,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
e,x,y,n,true,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d
e,s,f,g,false,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,y,e,true,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d
e,f,f,e,true,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d
p,x,s,p,false,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d
p,x,f,g,false,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
e,f,y,e,true,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d
e,f,y,g,true,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d
p,x,s,p,false,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d
e,f,f,g,true,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d
e,f,f,e,true,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
e,f,f,n,true,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d
e,f,y,n,true,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,y,g,true,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,y,n,true,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d
e,f,y,n,true,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d
p,x,f,p,false,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d
e,f,f,e,true,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
p,x,y,y,false,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d
p,x,s,g,false,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d
e,f,y,n,true,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d
p,f,f,g,false,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d
p,x,f,g,false,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d
p,x,y,n,true,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u
e,f,y,g,true,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d
e,f,y,g,true,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d
e,f,y,g,true,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d
e,x,y,n,true,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d
p,x,f,y,false,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g
e,f,f,g,true,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
p,x,f,g,false,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
e,f,y,e,true,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d
e,f,f,e,true,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
p,f,f,g,false,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
e,x,y,y,true,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
e,f,f,e,true,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
p,x,f,y,false,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
e,f,f,e,true,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
e,f,f,g,true,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,f,e,true,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
e,f,y,e,true,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,y,e,true,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d
e,f,y,n,true,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d
e,f,f,g,true,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d
e,f,f,e,true,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
e,x,y,y,true,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
p,x,f,g,false,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g
e,f,y,n,true,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d
p,x,f,g,false,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d
e,f,y,n,true,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
e,f,y,g,true,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d
e,x,f,e,true,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d
e,f,y,e,true,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d
e,f,f,g,true,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
e,x,y,g,true,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
p,x,f,p,false,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d
e,x,f,n,false,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
e,x,y,n,true,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
e,f,y,n,true,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
e,f,y,g,true,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d
p,f,f,g,false,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g
e,f,y,g,true,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d
e,f,y,e,true,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d
p,x,f,g,false,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g
e,f,y,n,true,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d
p,x,f,g,false,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g
e,f,f,e,true,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d
p,x,y,n,true,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u
e,x,f,n,false,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
e,x,y,n,true,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d
e,x,y,g,true,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
e,f,y,e,true,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d
p,x,y,g,false,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d
p,x,s,g,false,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
p,x,f,g,false,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g
p,x,f,g,false,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p
p,f,f,g,false,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p
e,f,f,g,true,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
p,x,f,g,false,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
e,f,s,n,false,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
e,f,y,e,true,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
e,f,y,n,true,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d
e,f,y,n,true,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d
p,x,y,y,false,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
e,f,y,g,true,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
p,x,f,p,false,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d
e,f,f,e,true,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d
e,f,y,n,true,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d
e,x,y,n,true,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
e,f,f,e,true,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
e,f,y,n,true,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p
p,x,f,g,false,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
p,x,f,g,false,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p
e,f,f,g,true,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d
e,x,f,n,true,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d
p,x,f,g,false,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d
e,f,f,g,true,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
p,x,f,p,false,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d
e,f,y,n,true,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,y,g,true,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d
p,x,f,g,false,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
e,x,s,y,true,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,f,e,true,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
p,x,s,g,false,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d
p,x,f,g,false,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g
e,f,y,n,true,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
p,x,f,g,false,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d
e,f,y,e,true,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
e,f,f,g,true,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
e,f,f,g,true,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d
e,f,y,n,true,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d
e,f,y,e,true,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d
e,f,f,n,false,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,f,y,g,true,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
e,f,y,e,true,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d
e,f,y,n,true,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d
p,x,y,y,false,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g
e,f,f,g,true,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d
e,f,y,n,true,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d
p,x,f,g,false,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g
p,x,f,g,false,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d
p,x,f,g,false,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
e,f,y,e,true,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d
e,x,y,y,true,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
e,f,y,n,true,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
p,x,y,g,false,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d
p,x,f,g,false,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p
p,f,y,g,false,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p
e,f,y,n,true,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
p,x,f,g,false,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d
e,f,f,e,true,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d
p,f,f,y,false,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d
e,f,y,n,true,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d
e,x,y,e,true,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d
e,x,f,y,true,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
p,x,f,g,false,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
e,x,y,n,true,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
p,x,s,w,false,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d
e,f,y,g,true,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d
e,f,f,e,true,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
e,f,y,g,true,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
p,x,f,g,false,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d
e,f,y,e,true,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,y,e,true,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d
p,x,s,p,false,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d
e,b,y,y,true,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,f,f,e,true,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
e,f,f,g,true,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d
e,f,f,g,true,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d
e,f,f,g,true,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d
p,x,f,g,false,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p
e,f,y,n,true,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d
e,f,y,g,true,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
e,f,y,n,true,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d
p,x,s,p,false,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d
e,f,y,e,true,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d
e,x,f,g,false,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
e,f,y,g,true,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
e,f,y,e,true,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d
p,x,s,w,false,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d
p,x,f,g,false,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p
e,f,y,n,true,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d
p,x,f,g,false,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
p,x,f,w,false,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d
e,f,y,n,true,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
e,f,y,g,true,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,y,g,true,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,y,y,true,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g
e,f,y,g,true,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d
p,x,f,w,false,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d
e,f,f,e,true,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d
p,x,f,g,false,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g
e,f,y,n,true,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d
e,f,y,n,true,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
p,x,s,p,false,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d
e,f,y,g,true,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d
p,x,s,p,false,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d
e,x,y,n,true,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d
e,x,f,y,true,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,y,n,true,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
p,x,y,g,false,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g
e,f,y,e,true,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d
p,x,f,p,false,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d
p,x,f,g,false,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
e,f,f,e,true,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d
e,f,f,e,true,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d
p,x,f,g,false,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d
p,x,f,g,false,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g
e,f,y,g,true,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d
p,x,f,g,false,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d
e,x,s,y,true,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,f,f,e,true,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d
e,f,y,n,true,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d
p,f,y,y,false,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d
e,f,y,e,true,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
e,f,y,e,true,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d
e,f,y,n,true,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d
e,x,f,n,true,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d
p,f,y,g,false,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d
e,f,y,g,true,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d
e,f,f,e,true,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
e,s,f,n,false,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u
e,f,y,n,true,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
e,x,y,g,true,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d
e,x,y,n,true,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d
p,x,f,g,false,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
p,x,s,w,false,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d
p,f,f,y,false,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p
e,f,y,n,true,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d
e,f,y,e,true,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d
e,f,f,e,true,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d
e,f,f,e,true,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d
e,x,s,w,true,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,f,y,e,true,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d
e,f,y,n,true,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d
e,f,y,e,true,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
p,x,y,g,false,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
e,f,y,e,true,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d
e,f,y,n,true,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
p,x,f,g,false,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
p,x,f,w,false,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d
p,x,f,g,false,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d
e,x,y,n,true,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d
e,b,s,w,true,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
p,f,f,y,false,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p
p,x,s,g,false,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d
e,f,y,e,true,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
e,f,y,e,true,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
e,f,f,e,true,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
p,x,f,y,false,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d
e,f,y,n,true,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
e,f,f,e,true,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,y,e,true,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d
p,x,f,y,false,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p
e,s,f,n,false,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
p,x,f,g,false,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d
e,f,f,e,true,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d
p,x,s,g,false,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d
p,x,f,w,false,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d
p,x,f,g,false,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
e,f,y,g,true,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
e,f,f,e,true,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d
p,f,f,y,false,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p
e,f,f,e,true,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d
e,f,y,e,true,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d
e,b,y,y,true,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
e,f,f,g,true,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d
e,f,y,e,true,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d
e,f,f,g,true,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d
e,f,y,n,true,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d
e,f,y,e,true,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
e,f,y,n,true,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d
e,f,f,e,true,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
e,f,y,e,true,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d
e,f,f,g,true,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d
e,x,f,g,true,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d
e,x,y,y,true,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
e,f,y,n,true,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d
e,f,y,n,true,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d
e,x,f,e,true,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d
e,f,f,n,true,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d
p,x,f,g,false,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p
e,f,y,e,true,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d
e,x,y,g,true,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d
e,f,y,n,true,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d
e,f,y,n,true,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d
e,f,y,g,true,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
e,b,y,y,true,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
p,x,f,g,false,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d
e,f,f,e,true,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
p,f,f,g,false,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d
e,f,y,g,true,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d
e,f,y,g,true,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
e,f,f,g,true,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d
p,f,f,y,false,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
e,x,y,n,true,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d
e,f,y,g,true,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d
p,f,f,g,false,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
p,x,y,n,true,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u
e,f,y,n,true,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d
p,x,f,g,false,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d
e,f,y,e,true,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
p,x,s,w,false,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d
e,f,y,n,true,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d
p,x,s,w,false,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d
e,f,y,e,true,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
e,f,f,g,true,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d
e,f,f,e,true,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
e,f,y,e,true,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d
e,b,s,y,true,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,x,s,w,false,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g
p,x,s,g,false,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d
e,f,y,e,true,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d
e,f,y,e,true,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d
p,x,f,p,false,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d
